month,client_name,industry,tier,acquisition_source,partner_name,months_active,contract_length_months,mrr,arr,expansion_revenue,active_users,dau,mau,products_count,feature_adoption_rate,self_service_portal_usage,support_tickets,avg_resolution_time_hrs,nps_score,csat_score,customer_health_score,cac,sales_cycle_days,ps_hours_contracted,ps_hours_used,implementation_days,time_to_value_days,is_churned,open_opportunities,pipeline_value,weighted_pipeline,win_rate,avg_deal_cycle_days,pipeline_coverage,days_to_renewal,is_renewal_period,renewal_risk_score,renewal_conversations_count,renewal_probability,partner_influenced_revenue,partner_commission_pct,partner_engagement_score,ai_tools_adopted,ai_tool_usage_hours_saved,automation_workflows_active,automated_report_views,self_service_reports_created,dashboard_views,data_quality_score,report_generation_time_mins,active_data_models,data_refresh_frequency_hrs,data_integration_sources,executive_report_requests,adhoc_analysis_requests,stakeholder_satisfaction_score,report_delivery_sla_met_pct,reports_delivered_on_time,total_reports_requested,avg_report_turnaround_days,closed_won_deals,closed_lost_deals,avg_closed_deal_size,client_start_date,ps_utilization_rate,dau_mau_ratio,report_delivery_rate,win_loss_ratio
2024-04-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,3,24,5014,60168,0,30,18,30,1,0.739790089923787,134,35,23.291025299478072,77,4.461257816509799,69.68379422578106,0,0,118,45,0,0,0,2,179227,101079.83402412936,0.40253789860147815,62,8.936328280813722,640,False,0.0,0,0.8285772655211701,4904.99267064129,0.12946478940162953,85.67406159655566,5,4,1,14,37,343,0.8546791346512463,9.14646686691501,9,4,2,9,10,4.315203985877178,0.9998092262517777,45,29,3.194911780618057,1,2,126283,2024-01-01,0.38,0.6,1.55,0.33
2024-05-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,4,24,5002,60024,0,32,22,32,2,0.8239909200519333,256,44,33.47143621466162,35,4.095177736474561,77.57585443832508,0,0,171,96,0,0,0,2,158467,121897.11069212834,0.34782399208589304,63,7.920181927229108,610,False,0.0,0,0.8285772655211701,4737.814176758358,0.17252551235911465,72.55784385960321,1,48,7,69,9,155,0.9054152778171212,1.5993181717410563,6,8,8,8,16,4.822327971977414,0.8559857047877346,35,26,5.222417517085734,2,2,119026,2024-01-01,0.56,0.69,1.35,0.67
2024-06-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,5,24,5518,66216,0,33,22,33,3,0.8177345338383223,182,21,19.311123928003077,54,4.480512969700826,72.78538722968666,0,0,172,28,0,0,0,7,136382,99872.9704004504,0.15197930597179451,62,6.178959768031896,579,False,0.0,0,0.8285772655211701,4899.872206154188,0.13449861490401055,78.00894456000398,2,13,2,57,15,205,0.9403030414700165,12.43737105769383,13,4,8,6,5,4.222274974084229,0.9218221964080123,28,57,1.9674775591757545,3,0,113876,2024-01-01,0.16,0.67,0.49,3.0
2024-07-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,6,24,5106,61272,0,34,26,34,5,0.47343255004253987,92,21,44.43255605013464,40,3.702086072000195,77.94249856003881,0,0,143,66,0,0,0,10,14881,10820.055305194484,0.3683922946343088,81,0.7286036036036037,549,False,0.0,0,0.8285772655211701,5052.135650637495,0.13248901268378277,81.22840642740692,3,30,2,66,31,327,0.8714068205594451,9.157045926796975,15,4,10,5,7,4.586280197116634,0.9014006911840498,44,58,4.543575945593844,1,1,151046,2024-01-01,0.46,0.76,0.76,0.5
2024-08-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,7,24,5285,63420,0,33,20,33,5,0.47478059681322804,74,16,23.88998253251596,63,4.789387538015909,77.65258341247494,0,0,193,78,0,0,0,1,34429,16847.643892992564,0.1890986522331493,114,1.6286187322611163,518,False,0.0,0,0.8285772655211701,5102.690520035242,0.23454534292712975,87.12046480737311,5,27,8,117,28,467,0.8565157425004722,8.417431265155878,6,24,8,6,20,4.706931558341466,0.9861788314896143,21,47,1.8032986337476082,3,0,71972,2024-01-01,0.4,0.61,0.45,3.0
2024-09-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,8,24,5522,66264,0,37,26,37,3,0.40355703971530177,183,12,25.90904489406143,56,3.88670746448287,60.191430895181064,0,0,92,48,0,0,0,1,50574,23043.686727658518,0.3256110554642217,78,2.2896595436436074,487,False,0.0,0,0.8285772655211701,5361.8365173703005,0.16353423211500448,72.7975433052765,2,43,6,62,31,302,0.9675682625445307,7.754548598096329,8,24,6,5,20,4.0165344563222805,0.9558241911956628,23,27,5.486885170479326,3,2,92413,2024-01-01,0.52,0.7,0.85,1.0
2024-10-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,9,24,5444,65328,3863,36,25,36,4,0.7533949667664349,91,29,46.370231563227804,80,4.00765676946402,79.27016751088863,0,0,63,0,0,0,0,1,26798,9589.803616870935,0.2612505378127986,49,1.2306208670095518,457,False,0.0,0,0.8285772655211701,5144.029843980477,0.2396027486597539,74.0225700399935,5,33,4,192,43,49,0.9918573786768412,12.483202281995085,13,24,9,1,8,4.775851454476463,0.9896137701018638,48,38,2.1684789672617324,1,2,94428,2024-01-01,0.0,0.69,1.26,0.33
2024-11-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,10,24,6082,72984,0,37,29,37,1,0.7898364394882087,140,47,20.176583384355485,71,3.500430907781935,65.51056662976367,0,0,91,75,0,0,0,1,154072,57113.91605376143,0.39892944073479,119,6.333114107201578,426,False,0.0,0,0.8285772655211701,5289.023059969162,0.2444931497598233,69.67777470439927,4,12,7,113,41,22,0.8891661258507908,6.699884765500823,4,1,10,5,12,4.920523197766494,0.9704413363858536,31,54,5.878884097638245,2,2,166069,2024-01-01,0.82,0.78,0.57,0.67
2024-12-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,11,24,6453,77436,0,38,27,38,2,0.7407973366257565,279,42,41.653070846633106,79,3.8649098846033954,71.88812672081109,0,0,69,61,0,0,0,10,193809,65499.31813789523,0.2447192082086786,90,7.508484425848443,396,False,0.0,0,0.8285772655211701,5829.000342724565,0.10145847875716374,89.126196572313,1,18,1,112,48,403,0.9731612034238795,2.0644034874716475,5,24,7,6,8,4.8414743793053105,0.8903613673703198,27,51,5.422673487648362,1,2,113453,2024-01-01,0.88,0.71,0.53,0.33
2025-01-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,12,24,6459,77508,0,38,23,38,5,0.7894692402582217,80,10,33.08735774432022,42,4.7524107200990855,89.27171484865912,0,0,166,84,0,0,0,0,0,0.0,0.2613589606151003,85,0.0,365,False,0.0,0,0.8285772655211701,5803.2052999183015,0.24780419939866727,91.39499206176532,2,31,2,140,22,223,0.883313917461972,9.073312608863736,3,24,9,9,3,4.253712818182509,0.9090575384278596,26,49,6.85904317142225,3,1,52206,2024-01-01,0.51,0.61,0.53,1.5
2025-02-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,13,24,5739,68868,0,39,29,39,2,0.49357622097642495,117,20,14.392778558149086,67,3.651121739209848,72.65608140414382,0,0,127,78,0,0,0,6,193687,126151.7244932601,0.2595233958683746,96,8.437314863216589,334,False,0.0,0,0.8285772655211701,4912.15877669265,0.12698338430904937,64.58987082745534,4,43,3,35,22,431,0.8853707759328261,7.051062524231689,9,4,4,3,17,4.708502542336385,0.8764910914989419,46,28,6.97337062179761,2,1,128652,2024-01-01,0.61,0.74,1.64,1.0
2025-03-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,14,24,6060,72720,0,42,21,42,5,0.8069090346034231,171,45,6.429886793295451,33,4.097602852794991,84.16901115862254,0,0,125,95,0,0,0,4,100214,21235.466873661608,0.18637124676501113,70,4.134240924092409,306,False,0.0,0,0.8285772655211701,5547.146752789497,0.19747982246704132,78.84533890417858,2,22,5,182,37,269,0.9662116550689855,7.257021639159726,4,24,6,8,6,4.802386475737119,0.9460870979067502,36,46,4.787640449955022,3,0,70738,2024-01-01,0.76,0.5,0.78,3.0
2025-04-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,15,24,6070,72840,0,40,27,40,2,0.5977276625903252,277,33,37.924805698462556,50,4.47951964614566,84.86517197908114,0,0,190,46,0,0,0,2,16055,4415.509460081396,0.2203881576553491,77,0.6612438220757826,275,False,0.0,0,0.8285772655211701,5997.690927528327,0.20510453926370265,62.80226582564415,1,25,1,34,9,499,0.9818036464674612,8.678072413456114,3,24,10,2,5,3.8936783963974806,0.8732911543000242,39,39,2.3761357328621973,2,1,83138,2024-01-01,0.24,0.68,1.0,1.0
2025-05-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,16,24,6136,73632,0,44,34,44,5,0.8321205708241266,169,39,45.00344829656976,31,3.552732471341816,72.48944349671086,0,0,153,70,0,0,0,2,164882,92094.92672354188,0.3393142567923179,117,6.717812907431552,245,False,0.0,0,0.8285772655211701,5442.604230207129,0.19596797634608476,78.68244458614399,2,30,8,68,10,246,0.896180227807667,6.770853278318781,5,8,2,1,18,4.723069683741333,0.9771919732574006,37,38,3.815187731464157,0,2,0,2024-01-01,0.46,0.77,0.97,0.0
2025-06-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,17,24,6979,83748,3580,45,33,45,2,0.6985018761128761,253,5,27.21776100387885,60,3.94941577698066,86.80542212028232,0,0,145,24,0,0,0,10,112163,78183.90484557647,0.21617772786985398,55,4.017875053732626,214,False,0.0,0,0.8285772655211701,6172.5617304476045,0.13593427224078408,86.75884029268151,4,44,4,82,46,400,0.9297916399040915,4.763508348022805,6,1,4,3,11,3.6655345257769456,0.9183014518965736,43,37,5.202835587684234,3,0,134054,2024-01-01,0.17,0.73,1.16,3.0
2025-07-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,18,24,6219,74628,0,42,24,42,3,0.4625196014165727,162,5,12.70928290597395,64,3.5331963284232195,94.03164117470064,0,0,43,19,0,0,0,7,107359,51340.22042869578,0.3874274142795886,87,4.315766200353755,184,False,0.0,0,0.8285772655211701,5074.981488336644,0.21258543724377904,65.11307390005396,2,49,6,28,39,260,0.8772405607911113,13.539785696428641,7,24,2,2,9,4.077196848815962,0.9962458321187209,30,22,2.1950792578235845,0,2,0,2024-01-01,0.44,0.57,1.36,0.0
2025-08-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,19,24,6926,83112,0,44,26,44,1,0.7145821270653496,60,40,25.96260763420544,54,4.52216348008678,70.92382779544243,0,0,163,32,0,0,0,10,67091,52596.95799318917,0.22078975133502995,100,2.4217080565983253,153,False,0.0,0,0.8285772655211701,5990.3160830652105,0.12510405346124293,69.66350153434567,0,0,6,72,5,41,0.9371615534091091,10.670519803865176,14,4,7,2,9,3.7365476842960628,0.863710232845632,36,60,1.360314014245948,2,2,90348,2024-01-01,0.2,0.59,0.6,0.67
2025-09-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,20,24,7054,84648,0,47,31,47,1,0.7223229898389336,138,33,35.72668626067343,38,4.2317643228844695,71.08588456629701,0,0,136,2,0,0,0,7,195237,90297.1129879042,0.23841437893226908,107,6.9193719875248085,122,False,0.0,0,0.8285772655211701,5910.9357497386845,0.12799400934236557,72.1682637656393,5,29,4,163,40,102,0.8603314875041739,3.1703566930545772,7,8,10,6,16,3.501079743086374,0.9457039093665306,39,31,6.297594235184186,2,2,112596,2024-01-01,0.01,0.66,1.26,0.67
2025-10-01,Client_G,Technology,SMB,Alliance Partner,Partner_1,21,24,6789,81468,0,45,31,45,1,0.7828670477549278,89,44,15.023937842544926,64,4.728574600675972,66.64543083565266,0,0,122,52,0,0,0,0,0,0.0,0.18893227989667383,49,0.0,92,True,0.20207902868878214,3,0.8285772655211701,5691.3770741052,0.1047725724849986,82.46130838446679,3,42,7,144,44,379,0.9385451368122606,1.687198781437846,6,1,2,4,17,4.892605579157554,0.9748116546272749,44,60,1.364201129716309,3,1,65283,2024-01-01,0.43,0.69,0.73,1.5
2024-08-01,Client_H,Technology,SMB,Direct Sales,,0,12,1228,14736,0,13,7,13,4,0.7284382568626219,195,45,45.58515384964125,76,3.846527004968312,73.48658808790978,83193,57,187,98,172,151,0,10,121955,88989.88196959707,0.20004279567106423,68,24.827972312703583,365,False,0.0,0,0.9361508705018089,0.0,0.0,0.0,4,25,8,96,47,100,0.9300850715470689,9.39882023783155,8,8,10,6,13,4.118514937507186,0.9449861233278231,35,58,2.44433533682576,1,2,106079,2024-08-01,0.52,0.54,0.6,0.33
2024-09-01,Client_H,Technology,SMB,Direct Sales,,1,12,1124,13488,0,14,8,14,3,0.5985452808447019,235,7,47.2159976742132,77,3.8811336907745364,93.6578121470967,0,0,44,76,0,0,0,0,0,0.0,0.21656601104473205,85,0.0,334,False,0.0,0,0.9361508705018089,0.0,0.0,0.0,0,0,4,151,37,304,0.9356002307600406,9.002565623566559,4,1,9,6,6,3.707612290214615,0.9050624339539096,30,34,2.5374630307141346,2,0,199549,2024-08-01,1.73,0.57,0.88,2.0
2024-10-01,Client_H,Technology,SMB,Direct Sales,,2,12,1151,13812,0,15,9,15,1,0.6441381991867171,280,49,34.33100316305975,76,3.6158023482961266,71.36422189140056,0,0,192,12,0,0,0,9,110020,27184.44985965943,0.16677681264699581,87,23.89661164205039,304,False,0.0,0,0.9361508705018089,0.0,0.0,0.0,2,27,6,40,19,402,0.9479168774740526,9.432222880431596,3,24,2,5,18,3.561773378245345,0.9309894594158004,24,40,4.014409662683397,1,0,63243,2024-08-01,0.06,0.6,0.6,1.0
2024-11-01,Client_H,Technology,SMB,Direct Sales,,3,12,1231,14772,0,16,8,16,1,0.615967835075345,251,30,8.808570430283961,58,4.629260304515796,80.13391988475269,0,0,61,43,0,0,0,8,114645,40989.575535128475,0.269558111209772,100,23.282900081234768,273,False,0.0,0,0.9361508705018089,0.0,0.0,0.0,5,8,2,133,40,121,0.9231791649706499,10.131478145708364,6,4,5,2,10,4.665157848187525,0.8985117461734317,20,27,5.030485320698412,3,1,141306,2024-08-01,0.7,0.5,0.74,1.5
2024-12-01,Client_H,Technology,SMB,Direct Sales,,4,12,1149,13788,1912,15,11,15,2,0.7081104972272517,255,33,30.66637918880321,71,3.5363102455029036,70.66865966412377,0,0,51,56,0,0,0,10,107994,31706.469304824037,0.3685460258709583,55,23.497389033942557,243,False,0.0,0,0.9361508705018089,0.0,0.0,0.0,0,0,0,72,44,494,0.8721515616797868,12.65422658236232,7,1,7,2,11,4.175092355957519,0.8534122172726802,28,54,2.271251881292523,2,2,176622,2024-08-01,1.1,0.73,0.52,0.67
2025-01-01,Client_H,Technology,SMB,Direct Sales,,5,12,1263,15156,2222,16,10,16,1,0.7317641709998216,61,21,9.834703764059114,74,4.548132848012379,60.64359793947066,0,0,91,36,0,0,0,7,181640,139337.11374292,0.1699793377264853,79,35.954077593032466,212,False,0.0,0,0.9361508705018089,0.0,0.0,0.0,5,42,5,37,6,169,0.9801115664281722,10.091756026531197,6,24,10,2,12,4.226993227751248,0.9395659612844445,20,31,2.1932512000494064,3,2,55633,2024-08-01,0.4,0.62,0.65,1.0
2025-02-01,Client_H,Technology,SMB,Direct Sales,,6,12,1159,13908,0,17,9,17,1,0.5733899514537728,140,27,30.760624631546477,49,4.000354451946164,73.76899362395461,0,0,168,30,0,0,0,10,77549,56394.126361750175,0.4171206258236285,48,16.727566867989648,181,False,0.0,0,0.9361508705018089,0.0,0.0,0.0,4,17,3,48,26,479,0.9089269894997758,2.9216494651819023,14,24,10,10,9,4.126000004712799,0.9359347829439668,42,39,6.458412361385028,2,1,192143,2024-08-01,0.18,0.53,1.08,1.0
2025-03-01,Client_H,Technology,SMB,Direct Sales,,7,12,1201,14412,0,17,12,17,2,0.5544991980810914,230,38,43.83988490865838,67,4.312030740276523,88.00367707074328,0,0,77,55,0,0,0,5,27777,14844.144876087037,0.4345804692494285,60,5.782056619483764,153,False,0.0,0,0.9361508705018089,0.0,0.0,0.0,1,20,2,196,6,411,0.8978031168283506,14.620544491682665,9,8,9,5,6,4.668661827459189,0.8660157149265102,26,21,5.5746849023977925,2,2,198646,2024-08-01,0.71,0.71,1.24,0.67
2025-04-01,Client_H,Technology,SMB,Direct Sales,,8,12,1326,15912,0,17,12,17,4,0.6383011100220928,178,43,23.563120922095173,44,4.531066827767542,72.57414670870929,0,0,135,83,0,0,0,2,52935,16725.12544406696,0.15966886596811372,46,9.980203619909503,122,False,0.0,0,0.9361508705018089,0.0,0.0,0.0,2,26,3,200,47,123,0.9636664884588444,1.925908539288451,10,24,7,8,9,4.141333524937184,0.9664322078695442,39,40,3.364904252208987,0,2,0,2024-08-01,0.61,0.71,0.98,0.0
2025-05-01,Client_H,Technology,SMB,Direct Sales,,9,12,1239,14868,0,17,11,17,3,0.8919153218536455,60,40,19.820301188095115,32,4.816669907374341,68.60025773312593,0,0,52,97,0,0,0,4,130939,39267.55348390837,0.23832591760114044,51,26.420298627925746,92,True,0.6899529585016492,1,0.9361508705018089,0.0,0.0,0.0,3,41,7,33,37,77,0.876965708783341,9.196268090082661,14,4,8,7,12,4.176328782270612,0.8768317868415423,27,49,1.5410779677368232,2,2,92990,2024-08-01,1.87,0.65,0.55,0.67
2025-06-01,Client_H,Technology,SMB,Direct Sales,,10,12,1391,16692,0,17,8,17,2,0.7536395593884861,236,37,30.155336586301615,37,4.559340064779652,82.19253463821872,0,0,136,20,0,0,0,5,158240,114373.22023530639,0.40880174372365263,65,28.43997124370956,61,True,0.8688185374782038,1,0.9361508705018089,0.0,0.0,0.0,5,3,6,88,24,393,0.9652945633541414,7.247615278087015,13,4,3,3,8,3.5052993478912153,0.9648093710688251,15,49,3.985765644404786,3,2,51507,2024-08-01,0.15,0.47,0.31,1.0
2025-07-01,Client_H,Technology,SMB,Direct Sales,,11,12,1389,16668,0,18,11,18,2,0.4397024586842081,203,5,13.256805886177135,43,4.383293490776464,76.6499196431104,0,0,111,70,0,0,0,0,0,0.0,0.1665191814004113,89,0.0,31,True,0.03672105182241203,0,0.9361508705018089,0.0,0.0,0.0,5,36,4,94,10,45,0.8663331468592848,14.912292528863828,5,8,10,3,16,4.624002213541042,0.9040282971391229,17,25,5.611071898011616,2,1,149336,2024-08-01,0.63,0.61,0.68,1.0
2025-08-01,Client_H,Technology,SMB,Direct Sales,,12,12,1456,17472,0,19,10,19,5,0.8297039705306982,134,38,21.03286382655595,65,3.5973887997809726,76.47858954749333,0,0,93,26,0,0,0,1,136789,86785.02634717224,0.3314334063244425,81,23.487122252747252,365,False,0.0,0,0.9361508705018089,0.0,0.0,0.0,3,38,5,76,38,314,0.9992536503336327,5.95394682123866,5,24,10,8,17,4.711970539911545,0.9825495521829342,29,38,6.875545957396422,0,0,0,2024-08-01,0.28,0.53,0.76,0.0
2025-09-01,Client_H,Technology,SMB,Direct Sales,,13,12,1307,15684,0,19,13,19,3,0.6073160462604505,61,26,18.083902044438666,37,4.60620256343562,67.25657927233541,0,0,94,81,0,0,0,4,27782,10686.72217785637,0.3020068881288028,86,5.314078041315991,334,False,0.0,0,0.9361508705018089,0.0,0.0,0.0,0,0,1,185,26,194,0.9094073989142439,8.964901571153899,3,4,5,6,12,4.883419647877734,0.9218662410037551,45,22,4.873913323987449,3,0,170748,2024-08-01,0.86,0.68,2.05,3.0
2025-10-01,Client_H,Technology,SMB,Direct Sales,,14,12,0,0,0,0,0,0,5,0.42801114259327105,0,0,0.0,0,0.0,0.0,0,0,120,86,0,0,1,0,0,0.0,0.3898606000457401,90,0.0,304,False,0.0,0,0.9361508705018089,0.0,0.0,0.0,0,0,2,81,6,193,0.9975428153297761,9.77115186661351,5,24,4,10,5,4.796890535753339,0.962731031300442,35,22,2.6289844995976788,0,1,0,2024-08-01,0.72,0.0,1.59,0.0
2023-08-01,Client_I,Technology,Mid-Market,Alliance Partner,Partner_4,0,12,11737,140844,4228,59,38,59,2,0.6500271542149699,98,26,44.48729132294438,35,4.165661139480711,60.8727171120486,78632,66,65,98,109,128,0,3,199941,44373.2104717817,0.266276464716369,111,4.258775666695067,366,False,0.0,0,0.7280578180667304,9661.513396029528,0.1466471976775721,61.54104872827851,4,5,5,129,7,72,0.92808665681576,10.225780013485,7,1,6,4,12,3.8008332683803028,0.8929851065687644,49,40,5.63672258441667,1,2,80841,2023-08-01,1.51,0.64,1.23,0.33
2023-09-01,Client_I,Technology,Mid-Market,Alliance Partner,Partner_4,1,12,10863,130356,0,57,37,57,2,0.5032886897866753,139,40,16.65030594519076,37,3.5228850762355854,81.80307369371431,0,0,112,18,0,0,0,1,91625,52039.12702129085,0.25162166775892025,101,2.1086486237687563,335,False,0.0,0,0.7280578180667304,8800.607706767312,0.10434890293039631,91.61523426802722,0,0,1,108,8,64,0.9139698617815041,3.5057619055024247,12,24,7,5,12,4.726162968555247,0.9569348027092247,49,25,6.842091333394527,3,2,84549,2023-08-01,0.16,0.65,1.96,1.0
2023-10-01,Client_I,Technology,Mid-Market,Alliance Partner,Partner_4,2,12,10694,128328,2113,63,44,63,3,0.7551079510394241,169,35,12.657933828105184,74,4.202413858070184,75.94544597613594,0,0,76,28,0,0,0,6,58064,35986.254015118066,0.3495541855625688,86,1.3573966710304843,305,False,0.0,0,0.7280578180667304,9524.681825195845,0.10453961983177647,76.63670267128234,2,30,7,53,23,413,0.9022923163374218,9.045495612796515,11,1,8,2,12,4.334224790142306,0.8606385984932232,34,54,3.7658491164810868,3,0,113882,2023-08-01,0.37,0.7,0.63,3.0
2023-11-01,Client_I,Technology,Mid-Market,Alliance Partner,Partner_4,3,12,11871,142452,0,66,46,66,2,0.6155742488217129,300,32,28.091714935131606,54,3.599089901976818,67.28833510344512,0,0,179,43,0,0,0,10,185532,45777.54258064738,0.4292589777229179,118,3.9072529694212785,274,False,0.0,0,0.7280578180667304,11483.407561838312,0.11714842907208554,80.86264227481034,2,35,1,123,16,177,0.9933825169568439,1.9745068876119594,4,24,7,8,3,3.635799507248533,0.9725550384881907,15,29,4.965288362617035,3,2,126415,2023-08-01,0.24,0.7,0.52,1.0
2023-12-01,Client_I,Technology,Mid-Market,Alliance Partner,Partner_4,4,12,11748,140976,4773,65,38,65,1,0.7971733298644582,223,24,44.25107463742294,42,3.8084925228526827,90.70988734126777,0,0,128,55,0,0,0,9,143804,63635.923131836455,0.18826670911723042,82,3.060180456247872,244,False,0.0,0,0.7280578180667304,9545.039848324106,0.23516135426113582,93.87648308172416,0,0,8,101,12,460,0.8923313869524891,1.4365863896412867,9,24,7,7,14,4.072347567623742,0.9317678181952418,26,50,1.8344131941300705,3,1,159375,2023-08-01,0.43,0.58,0.52,1.5
2024-01-01,Client_I,Technology,Mid-Market,Alliance Partner,Partner_4,5,12,11460,137520,0,70,48,70,4,0.47199794322751176,276,36,32.26462805338066,72,3.688323730240883,60.40609633558325,0,0,61,17,0,0,0,7,192292,108194.5759132953,0.27771125128101215,68,4.194851657940664,213,False,0.0,0,0.7280578180667304,10209.471871313295,0.1636187026858889,88.70249987208547,3,22,3,57,32,329,0.8511144987247197,7.974197490925,14,4,10,5,15,4.889846677476536,0.9364528529721908,17,22,4.408897466209596,2,0,176230,2023-08-01,0.28,0.69,0.77,2.0
2024-02-01,Client_I,Technology,Mid-Market,Alliance Partner,Partner_4,6,12,13384,160608,0,65,51,65,1,0.7894349086263044,169,38,5.59879168923506,76,4.596939774525255,94.42526843456382,0,0,62,78,0,0,0,10,176117,92200.47727834583,0.323888532025739,51,3.2896929169157203,182,False,0.0,0,0.7280578180667304,13125.9170577139,0.18025498924239775,60.37741900541192,3,32,7,156,26,235,0.9029371812499105,14.688647204452193,7,8,4,1,11,4.590457571130487,0.9345559409936255,18,60,3.8389631917241696,1,2,63531,2023-08-01,1.26,0.78,0.3,0.33
2024-03-01,Client_I,Technology,Mid-Market,Alliance Partner,Partner_4,7,12,12949,155388,0,68,35,68,1,0.652798054653638,267,22,13.594344825273621,77,4.4364755082200995,70.03854790305053,0,0,111,78,0,0,0,9,55773,41611.05811086057,0.3716901700596562,102,1.0767819908873273,153,False,0.0,0,0.7280578180667304,11316.822136246754,0.12630990474811113,87.38846968507112,1,31,2,145,7,195,0.9976107486535625,14.542838871709879,12,4,9,7,14,3.8569211586639356,0.9160277512587597,25,33,4.466544362948586,2,0,119309,2023-08-01,0.7,0.51,0.76,2.0
2024-04-01,Client_I,Technology,Mid-Market,Alliance Partner,Partner_4,8,12,13371,160452,0,69,44,69,4,0.874125887276336,286,39,12.748420338860422,40,4.196022392050305,76.66811798176057,0,0,139,87,0,0,0,0,0,0.0,0.3891927133101686,93,0.0,122,False,0.0,0,0.7280578180667304,12511.227064320554,0.24426440842105457,83.90067088198272,0,0,1,146,45,201,0.9934275483834437,7.045002300640924,13,8,7,5,10,4.703474541361743,0.8883015878360829,40,49,5.638906091837187,1,2,101098,2023-08-01,0.63,0.64,0.82,0.33
2024-05-01,Client_I,Technology,Mid-Market,Alliance Partner,Partner_4,9,12,13084,157008,0,74,37,74,3,0.4339759774951689,155,11,26.162156140653302,41,3.969904741804442,60.37022962084461,0,0,154,87,0,0,0,3,18923,4053.690428724231,0.17758238477307983,72,0.361567563436258,92,True,0.9504889592482519,5,0.7280578180667304,10785.90041543313,0.2436693006604654,63.023523092086826,4,8,6,178,46,309,0.9704800098767491,3.5867606292964718,4,4,6,5,16,4.490716769578107,0.8613571263538083,44,37,5.616154779209944,2,1,92458,2023-08-01,0.56,0.5,1.19,1.0
2024-06-01,Client_I,Technology,Mid-Market,Alliance Partner,Partner_4,10,12,13849,166188,0,73,37,73,4,0.877802849608663,117,16,22.26644230777271,33,4.074198503664774,71.64291579170934,0,0,91,62,0,0,0,1,47715,25020.75801687183,0.27937607292470296,58,0.861343779334248,61,True,0.9126092228411264,5,0.7280578180667304,11796.56783115778,0.10522913419409041,62.46443144974902,5,16,7,14,36,96,0.9479297998998335,1.0121469874718199,3,24,6,3,12,4.8569263151809245,0.9361960377585558,47,51,3.8688365564968135,3,2,68376,2023-08-01,0.68,0.51,0.92,1.0
2024-07-01,Client_I,Technology,Mid-Market,Alliance Partner,Partner_4,11,12,13550,162600,0,73,48,73,1,0.8675210937544755,141,26,33.36444383807549,74,4.726964989079124,76.87232195766364,0,0,54,51,0,0,0,5,150149,106906.8758319557,0.25201883706552564,103,2.770276752767528,31,True,0.7604530808814473,2,0.7280578180667304,12595.517869595114,0.12649274567642302,61.37659139084036,3,42,3,86,49,219,0.984469104677552,9.8286388042852,8,24,3,8,8,3.7099144276495832,0.8789639078364125,30,51,3.3326052008416926,2,1,189969,2023-08-01,0.94,0.66,0.59,1.0
2024-08-01,Client_I,Technology,Mid-Market,Alliance Partner,Partner_4,12,12,14663,175956,0,81,59,81,5,0.4214072667267466,80,18,39.1267704671405,31,3.555564019895551,61.96190585807078,0,0,173,85,0,0,0,2,161872,55002.71284103595,0.17161004179018213,63,2.7598717861283504,365,False,0.0,0,0.7280578180667304,13164.132636299926,0.10285945103081275,91.7512607360681,4,2,3,189,46,86,0.8521547807442944,9.857260366524844,7,1,9,10,7,4.75302823548439,0.8595936422993989,21,27,3.9828609792133003,1,0,103121,2023-08-01,0.49,0.73,0.78,1.0
2024-09-01,Client_I,Technology,Mid-Market,Alliance Partner,Partner_4,13,12,13733,164796,0,83,65,83,1,0.6879835052262425,85,25,40.47564624529965,77,4.517596755944289,71.34822293540898,0,0,51,27,0,0,0,4,47024,30778.621151910203,0.2004152559406216,92,0.8560401951503678,334,False,0.0,0,0.7280578180667304,12506.389670947237,0.16579918180813408,92.39864357091116,0,0,2,35,45,333,0.9064196584124061,3.2085512594791092,10,1,2,1,7,4.889205434424518,0.9560111872685206,33,46,5.161021164390972,3,2,83264,2023-08-01,0.53,0.78,0.72,1.0
